image_no,nose_x,nose_y,nose_score,neck_x,neck_y,neck_score,right_shoulder_x,right_shoulder_y,right_shoulder_score,right_elbow_x,right_elbow_y,right_elbow_score,right_wrist_x,right_wrist_y,right_wrist_score,left_shoulder_x,left_shoulder_y,left_shoulder_score,left_elbow_x,left_elbow_y,left_elbow_score,left_wrist_x,left_wrist_y,left_wrist_score,mid_hip_x,mid_hip_y,mid_hip_score,right_hip_x,right_hip_y,right_hip_score,right_knee_x,right_knee_y,right_knee_score,right_ankle_x,right_ankle_y,right_ankle_score,left_hip_x,left_hip_y,left_hip_score,left_knee_x,left_knee_y,left_knee_score,left_ankle_x,left_ankle_y,left_ankle_score,right_eye_x,right_eye_y,right_eye_score,left_eye_x,left_eye_y,left_eye_score,right_ear_x,right_ear_y,right_ear_score,left_ear_x,left_ear_y,left_ear_score,left_bigtoe_x,left_bigtoe_y,left_bigtoe_score,left_smalltoe_x,left_smalltoe_y,left_smalltoe_score,left_heel_x,left_heel_y,left_heel_score,right_bigtoe_x,right_bigtoe_y,right_bigtoe_score,right_smalltoe_x,right_smalltoe_y,right_smalltoe_score,right_heel_x,right_heel_y,right_heel_score,label
1061,1369.1555,362.54535,0.91955733,1401.6387,427.248,0.86205643,1380.8566,415.60303,0.84006613,1383.8134,503.82886,0.73579776,1348.4817,550.9792,0.88622355,1425.0956,433.0228,0.89682686,1422.123,524.4116,0.9347979,1342.5725,527.23584,0.8411277,1392.6177,577.4163,0.78664386,1372.0917,574.4442,0.8251227,1324.8499,668.5876,0.91523993,1401.5049,777.4894,0.78231615,1407.3813,583.3018,0.7584813,1375.065,698.03265,0.93867,1401.6138,833.3026,0.855372,1371.984,353.67303,0.15485984,1377.9713,359.47934,0.91000146,0,0,0,1404.4485,365.6265,0.90580124,1351.3951,839.29944,0.84688824,1360.3195,854.03204,0.78140956,1422.1396,845.1765,0.78265846,1363.227,806.8827,0.70198786,1369.136,795.2351,0.6435173,1424.9674,780.39,0.62932545,0
1062,1377.9347,362.50793,0.96915627,1407.3868,421.37332,0.8407812,1380.837,412.70682,0.8823725,1383.8993,494.99847,0.748468,1357.2998,539.08124,0.76164734,1439.6888,430.1572,0.8317953,1445.7397,518.45337,0.8855672,1374.9474,542.08685,0.8466269,1398.6582,577.4138,0.84647024,1377.8975,577.2825,0.8497089,1348.4673,680.3715,0.86013895,1436.8009,765.8473,0.8244727,1422.0823,580.29596,0.81903476,1380.9004,698.08417,0.8765457,1401.6627,833.322,0.8371461,1377.968,353.62857,0.56584007,1395.5289,356.58453,0.8780064,0,0,0,1422.1686,365.43222,0.95826477,1351.3116,845.1573,0.84763557,1360.3396,854.0795,0.83673024,1422.0802,848.09875,0.7854077,1425.0582,809.84674,0.49550408,1424.9968,804.0566,0.43033832,1451.6171,765.89276,0.8471706,0
1063,1377.9343,362.50864,0.96905434,1407.3876,421.3747,0.84059465,1380.8391,412.70667,0.8821741,1383.8976,494.99823,0.7484459,1357.3013,539.07904,0.76101863,1439.6888,430.15912,0.8319169,1445.7405,518.4555,0.88572466,1374.9481,542.08685,0.8469256,1398.6566,577.4149,0.8464886,1377.8959,577.28375,0.84989476,1348.4683,680.37555,0.8603199,1436.7997,765.84216,0.8247359,1422.0817,580.29736,0.8188315,1380.905,698.0778,0.8768823,1401.6631,833.3281,0.83805275,1377.9685,353.63074,0.56439584,1395.528,356.58582,0.87782276,0,0,0,1422.1671,365.43475,0.9584142,1351.3119,845.1564,0.8482662,1360.3364,854.0794,0.83807325,1422.0787,848.1066,0.7862261,1425.0632,809.8428,0.49592316,1425.0032,804.0511,0.4309849,1451.6144,765.88837,0.8468322,0
1064,1386.7488,362.5915,0.9195539,1421.9352,427.2514,0.8849524,1380.8483,415.57593,0.8733939,1377.8458,489.13553,0.8591986,1363.2083,544.941,0.8003181,1451.5052,433.069,0.87739825,1469.2367,515.5169,0.9028195,1398.4631,553.75165,0.8841536,1404.5068,580.29004,0.83171844,1383.7758,577.43225,0.8201771,1375.0159,692.124,0.950633,1466.2212,777.45056,0.8382723,1427.9943,583.2177,0.79401046,1395.6189,695.1429,0.92290294,1404.422,833.40375,0.83215564,1386.7253,353.73398,0.6630076,1398.6732,356.5651,0.92082644,0,0,0,1427.9874,362.6162,0.9423739,1351.4391,845.17163,0.842555,1363.2775,854.0821,0.8159705,1422.0371,845.18677,0.77975494,1448.6205,827.5699,0.8879632,1445.7388,815.77454,0.84824234,1483.8573,774.5258,0.81689936,0
1065,1401.577,365.48834,0.9819955,1424.951,424.32565,0.90847856,1374.9578,421.37662,0.86923414,1351.5763,509.63504,0.9113978,1351.5676,592.0152,0.897912,1475.1134,421.45016,0.84152293,1504.4824,500.79266,0.86644065,1481.0106,568.56226,0.8582958,1422.0745,595.0022,0.84990203,1386.7684,595.00055,0.77445656,1380.9384,712.68207,0.8583627,1383.8092,836.32684,0.87214166,1451.5415,595.07074,0.7964517,1448.5634,715.6486,0.96189016,1472.2783,801.06476,0.86820143,1398.4954,356.61862,0.9158002,1421.9943,359.5441,0.92563856,0,0,0,1448.4542,362.58478,0.96529347,1466.2689,854.0995,0.947919,1483.8635,848.15784,0.8131522,1480.9827,806.8647,0.76573324,1351.3451,862.89667,0.8367489,1348.4587,857.0106,0.85074306,1398.52,851.0363,0.91793394,0
1066,1401.5786,365.48807,0.9814892,1424.9517,424.32498,0.9083569,1374.9548,421.3763,0.8689424,1351.5739,509.6353,0.91128856,1351.5653,589.1985,0.89780176,1475.1182,421.44806,0.8413954,1504.483,500.79474,0.8667164,1481.013,568.5602,0.8578141,1422.0776,594.9906,0.8486337,1386.771,594.987,0.7729329,1380.9336,712.6821,0.858951,1383.812,836.3267,0.87188774,1451.5464,595.06055,0.7945126,1448.5632,715.6466,0.9610032,1472.281,801.0641,0.8669138,1398.4972,356.6225,0.91582793,1421.9941,359.54364,0.92548674,0,0,0,1448.4532,362.58417,0.9653969,1466.2747,854.0979,0.9479245,1483.8734,848.15326,0.81299496,1480.9935,806.8685,0.7665054,1351.3394,862.89905,0.8364375,1348.4547,857.01215,0.8505856,1398.526,851.0411,0.9201637,0
1067,1401.5785,365.48752,0.98174495,1424.9524,424.3244,0.90842086,1374.9567,421.37708,0.86903626,1351.5753,509.6355,0.9107448,1351.5653,589.19775,0.89739406,1475.1195,421.44577,0.8412057,1504.4843,500.79416,0.8667784,1481.013,568.55865,0.8574979,1422.0792,594.9887,0.8484079,1386.7766,594.9847,0.77256274,1380.9277,712.67365,0.8585368,1383.8231,836.3197,0.8702647,1451.5475,595.0594,0.79415244,1448.5621,715.64307,0.9611568,1472.2797,801.06323,0.86714613,1398.4967,356.62048,0.91594434,1421.9948,359.54318,0.9255289,0,0,0,1448.4537,362.58478,0.96583605,1466.272,854.0942,0.9483346,1483.8713,848.1487,0.8131296,1480.9945,806.8679,0.7666611,1351.3282,862.8999,0.834223,1348.4486,857.0137,0.84836036,1398.539,851.0304,0.9202206,0
1068,1401.4713,362.6612,0.98593783,1422.1411,418.48325,0.91779107,1372.0625,418.4376,0.860924,1351.4684,506.65985,0.94514596,1351.3314,580.31213,0.9114787,1472.2986,415.6198,0.8763528,1504.4697,494.98267,0.83783853,1486.765,559.7077,0.8525301,1422.0641,589.1707,0.8398157,1383.8564,592.03656,0.76815635,1380.9753,709.8618,0.8556184,1383.7776,836.27106,0.877454,1451.5859,592.04193,0.7746059,1445.6619,712.70776,0.93396926,1469.2603,810.0082,0.9232753,1395.6445,350.71402,0.8868879,1419.1709,353.64337,0.8840511,0,0,0,1445.7324,362.39996,0.95256567,1454.516,859.9051,0.88584673,1472.3009,856.9237,0.87036705,1472.205,815.73773,0.7336651,1351.4343,862.8542,0.84918046,1348.4803,856.96387,0.8566917,1398.48,848.17114,0.90597224,0
1069,1401.4719,362.66138,0.9858464,1422.1398,418.4824,0.91791064,1372.0591,418.43503,0.8606531,1351.4684,506.65878,0.94516575,1351.3307,580.309,0.9120007,1472.2993,415.61963,0.8764863,1504.471,494.98154,0.8376579,1486.7648,559.70807,0.8525151,1422.0634,589.1709,0.8396636,1383.8534,592.03735,0.7683328,1380.9767,709.86755,0.85581523,1383.778,836.2707,0.8775728,1451.5864,592.04266,0.77445924,1445.6614,712.7084,0.9341433,1469.2616,810.0091,0.9237316,1395.6458,350.71487,0.8871523,1419.1705,353.64355,0.88411343,0,0,0,1445.7317,362.40005,0.95266026,1454.5187,859.90204,0.8859389,1472.3009,856.9204,0.87012804,1472.2056,815.73645,0.7348518,1351.4362,862.8531,0.8494075,1348.4822,856.9636,0.8569672,1398.479,848.17035,0.9052988,0
1070,1401.399,362.46216,0.96827334,1422.0525,415.59106,0.9282234,1369.0657,415.54337,0.8522575,1351.397,503.89404,0.94149864,1348.505,577.3733,0.9177127,1472.2765,415.49048,0.8947566,1501.6093,492.0786,0.83670694,1483.8512,556.79266,0.8650607,1422.0349,589.15326,0.8369445,1381.0104,592.0275,0.7749829,1380.9818,712.65656,0.8610511,1383.8037,833.5637,0.8782971,1451.588,589.18365,0.77294964,1445.6143,712.693,0.9261159,1466.1672,830.4296,0.8385041,1395.5695,344.8951,0.900336,1419.1123,347.7623,0.89491373,1377.8312,350.7194,0.06951316,1445.6088,359.54153,0.9279318,1445.7283,871.6477,0.8958801,1469.1018,862.95764,0.858378,1469.2,836.39484,0.7568501,1351.4059,862.8637,0.8450005,1348.4741,856.9524,0.8539617,1398.5024,848.14844,0.89016056,0
1071,1401.3999,362.46243,0.96816987,1422.053,415.58963,0.92852813,1369.0668,415.54337,0.8523819,1351.3966,503.89343,0.94187593,1348.5063,577.3719,0.91785586,1472.2773,415.4883,0.8947593,1501.6125,494.9052,0.8360708,1483.8499,556.7998,0.86383814,1422.0359,589.1522,0.8369342,1383.7793,592.02594,0.7739598,1380.9846,712.6657,0.8607056,1383.7885,836.2642,0.8797647,1451.5898,589.1835,0.7727986,1445.6196,712.69604,0.9263804,1466.1737,830.41034,0.83671224,1395.5701,344.89587,0.9000941,1419.1124,347.76297,0.8949156,1377.8282,350.7224,0.06898349,1445.6083,359.54285,0.9279406,1445.7257,871.6521,0.8978628,1469.0968,862.9571,0.85805655,1469.2073,836.37524,0.75573945,1351.4038,862.8705,0.8447128,1348.4705,856.95734,0.85448956,1398.4872,848.1572,0.888608,0
1072,1401.3501,362.45105,0.96762514,1422.0082,415.55432,0.92626774,1369.0339,412.71097,0.8684651,1348.4261,503.7906,0.9195318,1345.5051,577.3875,0.89247245,1472.2286,415.54172,0.8934235,1504.5277,497.85477,0.8451516,1478.019,553.9599,0.88884455,1421.9315,592.1296,0.8290339,1380.8472,594.9657,0.8124203,1380.8911,712.7509,0.87913835,1380.9418,836.30023,0.89327264,1451.4747,594.9712,0.7920944,1445.5978,715.57806,0.9424242,1448.7374,836.44995,0.86960757,1395.5105,344.87198,0.9011375,1419.0525,344.97305,0.8879078,0,0,0,1445.5687,359.52573,0.92720336,1430.9465,874.6836,0.78987396,1451.508,874.6423,0.7933791,1454.4746,851.09033,0.6986176,1351.3738,862.8245,0.846004,1348.4817,856.94495,0.85742974,1395.6561,848.1826,0.87257624,0
1073,1401.3501,362.4516,0.9676814,1422.0101,415.55573,0.9264658,1369.0387,412.7126,0.86849535,1348.4253,503.79147,0.9197035,1345.5018,577.38995,0.89253855,1472.2302,415.5422,0.89319336,1504.5287,497.8558,0.8452423,1478.0192,553.96124,0.8886427,1421.9297,592.1323,0.82888407,1380.8418,594.9677,0.8128311,1380.8911,712.75275,0.87873316,1380.942,836.30945,0.8933782,1451.4744,594.97375,0.7925978,1445.5979,715.5788,0.94256884,1448.7347,836.4547,0.8699256,1395.5111,344.87097,0.90144366,1419.0536,344.97458,0.8879952,0,0,0,1445.5697,359.52487,0.9277037,1430.9553,874.69507,0.7909955,1451.5104,874.6499,0.7947953,1454.4696,851.0922,0.69961095,1351.3837,862.82104,0.84947366,1348.4911,856.94366,0.860376,1395.6588,848.1918,0.8749643,0
1074,1398.6592,362.58878,0.98417807,1421.9976,418.40997,0.9102944,1369.0792,415.44815,0.86522925,1345.5161,503.84576,0.9084363,1333.9092,577.41046,0.90207106,1472.1915,418.48788,0.8726718,1510.3102,500.88245,0.8829795,1475.1228,553.8513,0.9035391,1421.98,595.0734,0.85147357,1380.9596,597.83826,0.80912924,1377.9802,715.67194,0.9178193,1380.9265,836.4033,0.8933789,1451.5016,597.89404,0.8034285,1445.5662,718.54565,0.94961303,1445.6338,854.0745,0.8657584,1392.7001,347.75327,0.87961406,1416.225,350.75507,0.8669351,1377.8424,347.88327,0.05196235,1445.5743,359.54855,0.9174273,1422.0541,883.37714,0.81785834,1442.6486,883.4605,0.803109,1448.6887,862.8635,0.7700346,1351.3282,862.83136,0.86107093,1348.5162,856.97815,0.87229323,1395.6426,851.12427,0.860417,0
1075,1398.6597,362.58783,0.98419106,1421.9965,418.40997,0.91017187,1369.0804,415.44934,0.8651866,1345.5133,503.8478,0.90805006,1333.9089,577.4093,0.90258634,1472.1908,418.48523,0.87305135,1510.3093,500.88388,0.8834472,1475.1229,553.8502,0.9032366,1421.9796,595.0714,0.8518538,1380.9591,597.83813,0.8090104,1377.9843,715.67395,0.91714966,1380.9314,836.3939,0.8936307,1451.5021,597.88904,0.80393827,1445.557,718.5351,0.9491827,1445.6346,854.07513,0.86573625,1392.7029,347.75204,0.8797941,1416.2233,350.7539,0.86697304,1377.8438,347.8807,0.050533623,1445.5735,359.54773,0.91732275,1422.051,883.38434,0.8180747,1442.6488,883.46625,0.80385226,1448.69,862.86414,0.7709534,1351.3333,862.8295,0.86121947,1348.5205,856.977,0.87247235,1395.6473,851.11127,0.85852337,0
1076,1398.6659,365.49127,0.98819476,1422.0155,427.24344,0.9029076,1369.0814,421.36136,0.83035445,1345.6044,506.70114,0.9095652,1333.8933,577.43036,0.8978172,1472.1874,427.2779,0.8687854,1510.4084,506.75726,0.92413515,1469.0807,562.6607,0.8658357,1421.9347,598.0226,0.86444485,1380.8284,597.98126,0.84728885,1374.8794,715.69385,0.93579966,1380.9036,836.2772,0.9070135,1451.486,600.8878,0.8159656,1442.6766,718.8182,0.89871734,1445.6149,856.83887,0.8767205,1392.6489,356.62033,0.86788845,1416.1981,359.48376,0.8717165,0,0,0,1445.6,362.50574,0.94435096,1422.0833,880.64343,0.8347753,1442.637,883.4094,0.8315344,1448.6737,862.86334,0.7800042,1351.3561,862.8562,0.87616813,1348.5302,857.00916,0.88281476,1395.6453,845.2518,0.85194564,0
1077,1398.6667,365.4908,0.9883197,1422.0166,427.2501,0.9038924,1369.0801,421.36484,0.8299495,1345.606,506.70294,0.9091369,1333.8905,577.4285,0.898907,1472.1882,427.28494,0.8690108,1510.4109,506.75696,0.9244654,1469.0802,562.6578,0.8661335,1421.9353,598.02155,0.86462295,1380.8319,597.9798,0.8468145,1374.877,715.6916,0.93541306,1380.903,836.27716,0.9072422,1451.4847,600.8867,0.81609946,1442.6781,718.8193,0.89856064,1445.6154,856.8393,0.87689066,1392.6489,356.62024,0.8677043,1416.1989,359.48297,0.87167376,0,0,0,1445.6006,362.50583,0.94432384,1422.082,880.64355,0.8347608,1442.6362,883.40967,0.8313958,1448.6747,862.8642,0.7800591,1351.3555,862.85596,0.87613046,1348.5286,857.0088,0.8827617,1395.645,845.2521,0.8524542,0
1078,1398.6324,368.43008,0.9515634,1422.0621,430.23932,0.93079984,1371.9691,427.27054,0.852074,1351.3629,506.79742,0.93469995,1333.8079,580.26575,0.8824031,1472.1813,433.03546,0.8928236,1504.5217,518.5014,0.83565265,1457.4554,571.4642,0.8587089,1421.9598,600.8407,0.86823744,1380.8578,598.0266,0.8387065,1357.298,712.75446,0.899793,1378.0323,830.407,0.8926275,1451.537,601.0442,0.8211432,1442.6965,721.60425,0.88019335,1445.5928,856.865,0.87338024,1392.5782,362.36963,0.9074051,1416.1964,362.4758,0.9012308,0,0,0,1445.5391,365.4406,0.94264346,1422.1986,883.4125,0.8546901,1445.5507,883.4853,0.8596575,1448.5869,862.90265,0.7847643,1351.4584,862.95825,0.8658448,1348.388,857.03845,0.8633571,1395.5515,833.5384,0.8708248,0
1079,1398.6329,368.43002,0.9516182,1422.0607,430.23865,0.930601,1371.9674,427.26996,0.8515322,1351.3633,506.7984,0.934882,1333.8086,580.2669,0.88245714,1472.1798,433.03452,0.89269286,1504.5222,518.5001,0.8354315,1457.4572,571.4604,0.85799813,1421.9606,600.84937,0.86809653,1380.861,598.0318,0.8382745,1357.2949,712.75226,0.89996904,1378.0359,830.40875,0.8924805,1451.535,601.0563,0.819837,1442.6982,721.61884,0.87883824,1445.5885,856.8528,0.8707965,1392.578,362.36932,0.9074662,1416.196,362.47586,0.9012484,0,0,0,1445.5388,365.44067,0.94261205,1422.2039,883.4119,0.85516727,1445.5554,883.48065,0.8602927,1448.5732,862.89154,0.7837147,1351.4515,862.96027,0.8653458,1348.3859,857.03906,0.86213964,1395.5588,833.54083,0.8720087,0
1080,1398.526,377.2592,0.90616536,1422.0405,433.0735,0.94045293,1371.9897,430.24045,0.8772163,1351.4493,509.65057,0.93087983,1333.8671,577.521,0.88290167,1472.0796,433.20395,0.9129152,1501.5247,527.27954,0.8970189,1448.5586,574.3365,0.9403827,1419.0891,600.86646,0.84319746,1377.9376,597.97687,0.8637394,1351.4564,706.90594,0.89876056,1375.0614,815.8121,0.8990578,1448.707,603.86707,0.8221054,1445.4866,730.37836,0.8797871,1445.6367,854.0054,0.8882865,1389.7552,362.62625,0.94679004,1413.2751,365.4273,0.9009372,0,0,0,1445.4932,368.4723,0.91270876,1424.9375,883.52313,0.8463961,1445.6876,883.53345,0.8478153,1448.5549,859.9764,0.81508464,1351.4459,862.9024,0.8867547,1339.7306,856.9973,0.84298486,1386.7313,824.57916,0.8204806,0
1081,1398.5256,377.2593,0.9061346,1422.0405,433.07376,0.94047296,1371.9893,430.24088,0.8770541,1351.4496,509.6509,0.93083185,1333.8674,577.5216,0.88288736,1472.0801,433.2043,0.91291565,1501.5244,527.2792,0.89692616,1448.5594,574.33527,0.94018054,1419.0879,600.86725,0.84289455,1377.9371,597.978,0.8637326,1351.4552,706.9044,0.89878833,1375.0623,815.8088,0.89942884,1448.7057,603.86707,0.8221278,1445.4865,730.37854,0.8797246,1445.6366,854.00464,0.8882046,1389.756,362.62604,0.94675976,1413.2754,365.4273,0.90092343,0,0,0,1445.4932,368.4723,0.9126831,1424.9374,883.52295,0.84657764,1445.6876,883.5332,0.84796363,1448.5548,859.97534,0.8149927,1351.4462,862.90186,0.88681203,1339.7302,856.9964,0.84268296,1386.7329,824.5749,0.82032096,0
1082,1398.4166,383.0512,0.9205924,1421.9807,433.12662,0.9384386,1371.9791,433.03677,0.8833766,1354.2882,512.67084,0.9111122,1336.689,583.22894,0.85043454,1469.264,433.22794,0.9165181,1498.604,527.47455,0.91236293,1442.6282,571.42596,0.8664297,1410.3116,603.8695,0.78914285,1374.9769,600.86896,0.85160077,1336.7766,706.91364,0.84717,1371.9612,815.7692,0.8617323,1448.4894,609.77423,0.8147297,1445.4994,736.2639,0.90039086,1445.6356,856.8475,0.8948754,1389.6522,365.4113,0.9422452,1410.318,365.56757,0.8869264,0,0,0,1445.4644,371.32516,0.8884085,1422.1788,883.5286,0.85550874,1445.6047,883.5894,0.838872,1448.6072,860.0698,0.7998547,1348.4967,862.89734,0.86193216,1333.76,857.0115,0.8747041,1380.8597,821.6143,0.8869483,0
1083,1398.4159,383.05106,0.9204761,1421.9803,433.12558,0.9380509,1371.9801,433.03488,0.8831871,1354.2888,512.6696,0.9113631,1336.6886,583.2263,0.85065556,1469.2622,433.2279,0.91655827,1498.6041,527.47327,0.9123603,1442.6282,571.42395,0.8663188,1410.3191,603.864,0.7895229,1374.9801,600.86365,0.85275257,1336.7778,706.9124,0.8471371,1371.9644,815.7629,0.8627509,1448.4937,609.76855,0.8156034,1445.4963,736.2643,0.900023,1445.6354,854.09015,0.89193046,1389.6516,365.41086,0.9423164,1410.3188,365.56723,0.8869485,0,0,0,1445.464,371.32443,0.88826174,1422.1816,883.5275,0.85616285,1445.6093,883.58215,0.84083694,1448.5996,860.04877,0.80012923,1348.5037,862.89496,0.86334836,1333.763,857.0101,0.87499917,1380.8639,818.7926,0.8863946,0
1084,1395.5986,380.21945,0.902413,1419.1167,433.06976,0.91019535,1366.1603,432.98566,0.8561954,1354.3514,515.54596,0.90999115,1330.9974,580.29095,0.9007227,1469.1407,433.179,0.915807,1495.7501,527.43005,0.94027376,1430.9849,568.473,0.8239488,1404.5363,603.86676,0.80743325,1372.1151,600.827,0.83490044,1330.8203,700.9903,0.8922466,1357.3634,827.47784,0.85151386,1445.6765,609.78656,0.8171522,1442.7526,736.3411,0.886314,1445.6848,856.9592,0.9044454,1383.8827,365.3631,0.9433438,1404.5414,365.5116,0.9153832,0,0,0,1442.623,368.5028,0.8753304,1422.0504,883.5106,0.865166,1442.7313,883.60406,0.8422384,1451.4796,862.9445,0.7914374,1327.9465,862.99884,0.82647955,1322.0643,857.0568,0.8329003,1374.9067,833.41833,0.9087157,0
1085,1395.5986,380.21988,0.9023709,1419.1172,433.06787,0.9100314,1366.1605,432.98544,0.85616106,1354.352,515.54645,0.90994745,1330.9956,580.29095,0.90086323,1469.1412,433.17294,0.91591394,1495.7493,527.4292,0.9405494,1430.9851,568.47284,0.8240229,1404.5347,603.8649,0.8076214,1372.1136,600.8257,0.8347767,1330.8195,700.99335,0.89178133,1357.3594,824.6619,0.85124534,1445.6771,609.7846,0.8172691,1442.7526,736.3413,0.8863966,1445.6832,856.95337,0.90402687,1383.8829,365.3634,0.94313633,1404.5404,365.51157,0.91554916,0,0,0,1442.6221,368.50076,0.8754182,1422.0507,883.50946,0.8658573,1442.7325,883.6011,0.8429047,1451.474,862.9348,0.7921398,1327.9473,862.9975,0.8268011,1322.0634,857.056,0.8327973,1374.9073,833.4165,0.9086076,0
1086,1395.5988,380.22104,0.9024054,1419.1146,433.07358,0.910222,1366.1559,432.98883,0.8567754,1354.3512,515.5468,0.910082,1330.995,580.29224,0.9011521,1469.1432,433.18524,0.9164097,1495.7462,527.42706,0.9403701,1430.9854,568.4735,0.82401395,1404.5359,603.865,0.8076423,1372.1143,600.8263,0.8351159,1330.8241,700.99493,0.8922192,1357.3668,824.66327,0.8496923,1445.678,609.7836,0.81745094,1442.7566,736.34515,0.8884806,1445.6849,856.94836,0.90288013,1383.8838,365.36496,0.9431768,1404.5408,365.51202,0.91546744,0,0,0,1442.6248,368.5035,0.87571394,1422.0536,883.5145,0.8657626,1442.7356,883.6022,0.8437609,1451.4845,862.9302,0.7887535,1327.9421,862.9915,0.8247179,1324.8281,857.04706,0.8324333,1374.9192,833.4272,0.9072003,0
1087,1395.5991,380.2213,0.9025186,1419.1172,433.06967,0.9104457,1366.1583,432.98798,0.85677767,1354.3511,515.54596,0.91004384,1330.9939,580.2889,0.90177536,1469.1411,433.17438,0.9156753,1495.748,527.4255,0.9401616,1430.9849,568.47406,0.8241596,1404.5371,603.86523,0.8073793,1372.1152,600.82623,0.83514684,1330.8225,700.99646,0.89216393,1357.3713,827.478,0.84985435,1445.6791,609.784,0.8171632,1442.7543,736.32825,0.88714224,1445.6879,856.95337,0.9033906,1383.8833,365.3646,0.94323546,1404.5414,365.51187,0.91534716,0,0,0,1442.623,368.50153,0.8759233,1422.0441,883.5081,0.86723864,1442.7228,883.60205,0.84240276,1451.4913,862.93256,0.789234,1327.934,862.99426,0.8241178,1322.0582,857.0539,0.831226,1374.9202,833.4281,0.9069286,0
1088,1392.6257,377.2072,0.85324484,1416.1799,430.22977,0.87643945,1363.1799,427.3117,0.839588,1354.3951,506.82025,0.9320223,1330.8684,574.45465,0.9526646,1469.0327,432.99597,0.87912065,1495.6024,524.43866,0.9186549,1430.8893,562.71094,0.82722294,1401.5155,600.9349,0.85476637,1366.2152,597.9307,0.80435276,1327.9717,695.2607,0.9272222,1348.5223,833.47266,0.8937141,1442.676,603.9603,0.78966755,1442.5698,736.2167,0.8502603,1445.7815,856.84265,0.89727056,1380.9324,362.56287,0.9486403,1401.5865,365.37213,0.9631439,0,0,0,1439.7229,365.5811,0.87723583,1422.1018,883.42596,0.9012854,1445.504,883.489,0.858612,1451.5487,860.0253,0.79616714,1307.3082,868.76825,0.7971854,1304.3633,859.8385,0.83640957,1354.5588,845.21387,0.92019385,0
1089,1392.6255,377.207,0.85319257,1416.179,430.22955,0.8763109,1363.1794,427.3119,0.83952045,1354.3956,506.8214,0.9318563,1330.8676,574.4558,0.9527145,1469.0321,432.99573,0.87887,1495.6066,524.4279,0.9174285,1430.8922,562.71,0.82691973,1401.5159,600.9359,0.8548018,1366.2151,597.93195,0.8045728,1327.9717,695.2606,0.92717206,1348.5225,833.4721,0.8938864,1442.6772,603.96173,0.7898003,1442.5697,736.21716,0.8502164,1445.7816,856.8429,0.8973516,1380.9324,362.56274,0.9485731,1401.586,365.37222,0.96319133,0,0,0,1439.7231,365.5812,0.87734735,1422.1016,883.4253,0.90099317,1445.5048,883.4885,0.8587975,1451.5494,860.0264,0.7963247,1307.3069,868.7687,0.79679084,1304.3632,859.8385,0.83545154,1354.5592,845.2119,0.9204256,0
1090,1383.8956,371.34244,0.86090136,1410.3008,427.24777,0.84783936,1357.3597,418.5227,0.8514639,1351.4744,506.74725,0.93891466,1327.8229,574.2942,0.9233527,1466.1497,430.1495,0.84295297,1492.7568,521.39,0.9066531,1433.8268,565.65137,0.8284991,1398.6128,600.8679,0.86494064,1360.2875,597.85486,0.79373187,1324.9359,698.03845,0.8678501,1330.8785,839.41846,0.85646945,1433.9064,603.8754,0.78013957,1430.9825,733.3357,0.83155227,1448.5367,851.05896,0.8710674,1378.0121,362.44122,0.96416414,1401.3774,362.53326,0.98680645,0,0,0,1430.8984,365.37592,0.901872,1421.9962,883.4689,0.8919487,1442.7222,883.5106,0.8445774,1454.4779,857.03864,0.79375196,1283.8541,868.8212,0.80643564,1283.8542,859.9389,0.84916824,1348.4094,857.0998,0.8938186,0
1091,1383.8955,371.34302,0.86058164,1410.304,427.25018,0.8483713,1357.3622,418.5232,0.8513548,1351.4716,506.7457,0.9388508,1327.8237,574.29877,0.9239731,1466.1499,430.15433,0.8445849,1492.7559,521.3865,0.9063834,1433.8264,565.6533,0.8285454,1398.613,600.866,0.8652156,1360.2874,597.8532,0.7938501,1324.9358,698.03687,0.86801326,1330.8787,839.4172,0.8567419,1433.9073,603.8727,0.7805756,1430.9814,733.3351,0.8315377,1448.5365,851.05725,0.8709198,1378.0128,362.44104,0.9643029,1401.3768,362.53427,0.9869606,0,0,0,1430.8965,365.3759,0.90172833,1421.9995,883.47076,0.89320856,1442.7253,883.5118,0.84481657,1454.4762,857.0352,0.7939787,1283.864,868.8249,0.8070802,1283.8586,859.94037,0.84981024,1348.4084,857.09796,0.89382267,0
1092,1378.078,368.37314,0.93703234,1407.327,424.35242,0.86124885,1354.4456,415.54105,0.90079546,1348.4972,506.64334,0.9127036,1310.2719,571.4134,0.8580622,1460.3848,430.20282,0.8416143,1492.6917,512.674,0.90992004,1436.837,574.3061,0.86487925,1398.3802,598.0836,0.8418249,1354.565,595.02435,0.81263304,1316.1171,701.06903,0.8200035,1319.085,854.0884,0.81439054,1427.9624,603.8633,0.8082978,1427.9907,733.3905,0.86849904,1448.6113,845.21106,0.86011755,1375.0898,359.54163,0.9288506,1398.5039,362.4312,0.96543384,0,0,0,1427.9484,362.54538,0.9148437,1422.015,883.4443,0.90051913,1445.5038,883.46466,0.8445967,1454.5353,856.92084,0.7617213,1263.1333,868.78784,0.7583211,1269.0157,859.9935,0.7686913,1330.814,868.7739,0.87742853,0
